InvestorId,Investor_Name,successful_investments
124115-32,Calvert Ventures,1
124115-41,Nitrus Group,1
124115-68,Luis Cotero,
124115-77,Consumers Credit Union,
124116-22,Equisource Hotel Fund I,
124116-40,StarKist,
12411-73,Franklin Energy Services,
124117-93,Donald Cutler,
124118-11,Banco Colpatria Red Multibanca Colpatria,
12411-82,Ambea,3
124118-20,Jay Wilson,
124119-01,Kanmonkai Hawaii,
12411-91,Royalton Real Estate Capital,1
124119-73,Promedico,
124120-36,CFG,
124120-81,Van Huët Glastransport,
124121-26,Ali Karabey,1
124121-89,212,
12412-27,Reservoir Group,1
124123-06,Dorozhno-Stroitelnaya Kompaniya-Sebezh,
124123-42,Ads On Magnets,
12412-45,Omega Data Services,
124125-04,SD Worx For Society,
124125-31,TonerPartner,
124125-85,Yuzhnoye,2
124126-12,Yuzhmash,2
124126-57,VER (Production Equipment),
124127-29,Petrone Worldwide,
124127-56,Stockheim Media,
12412-81,Waha Capital,6
124128-82,Commercial Holding,
12412-90,Air Berlin,10
124129-00,HEB,
124129-45,Knoll,
124129-54,Kvällstidningen Expressen,1
124130-35,Metis Yatırım Holding,
124130-71,Alliance Étiquettes,
124131-25,Preato,1
124131-52,Drillmec,
124131-70,CORR,
124131-97,TRU Staffing Partners,
124132-06,Morningstar France Holding,
124132-24,Peoples Community Bank,1
124132-96,dRx Capital,
124133-14,Mrs. Dunster's,
124133-59,United Skin Specialists,
124133-86,Go Solar,2
124133-95,Allianz Pojistovna,
124134-67,Digital Screenmedia Association,
124135-12,Société d'Équipement de Toulouse Midi-Pyrénées,
124135-57,Freight Books,
124135-66,KARL STORZ,
124135-75,Pink Elephant,1
124138-00,Norandex Building Materials Distribution,1
124138-09,Duncan Robertson,1
124138-27,Abe Yokell,1
124138-45,Ireland Ventures,1
124138-72,AJS Profils,
124138-81,Idea Expert,1
124139-26,Aviva PTE,1
124139-44,De Kroes Groep,
124139-98,Conselho Nacional de Desenvolvimento Científico e Tecnológico,
124140-88,Indigo Capital Markets,2
124140-97,LDBS Lichtdienst,
124141-60,Gary Swart,1
124141-69,Raj Gajwani,
124142-32,The Explorer Group,2
124142-50,Steven Rattner,
124142-68,Alexis Maybank,
124142-77,Rick Hess,
124143-04,ADG Corporate,
12414-34,Sequoia Resources,1
124143-85,Mirato,
124144-66,Kenton Cool,
124145-56,Base Horner,1
124145-65,Dave Smallhouse,1
124145-83,Emre Toker,1
12414-61,Budco Financial Services,1
124146-73,Talk Telecom,
12414-70,Beringer Capital,6
124147-00,Ross Beaty,
12414-88,United States Small Business Administration,1
124149-70,Brendan Donovan,1
124149-79,Fusionize,
124150-24,Elite Crowdfund,
12415-06,Novadent,
124150-69,Vaenza,
124152-13,Manhan Media,
124152-58,Yaico,
124152-85,Forebright Capital Management,4
124153-21,Haflinger Invest,
124154-02,WMO,
12415-42,Ping An Insurance (Group) Company of China,8
124154-20,Phylira,
12415-51,Neville Johnson,
124155-19,Scott Spradley,
124155-28,BN Media,
124155-55,Kevin Francis,
124155-82,Jerry Chafkin,
124156-00,Wexas,
124156-18,Ian Isaacs,
124156-63,Gisele Brisson,
124156-90,Milen Veltchev,1
124157-35,Nutrichem America,
124157-44,George Zimmer,
124157-62,Aveo,1
12415-78,ConvaTec,1
124158-07,Bill Duhamel,
12415-87,Wincor Nixdorf International,1
124158-70,Cia Siderúrgica Nacional,1
12415-96,Envision Pharma,
124159-78,Wealth Stewards Portfolio Management,1
124161-76,Dracula Ventures Technology Fund,1
124162-57,Rajan Uttamchandani,1
124163-11,Azniv Holdings,
12416-32,Columbus Gold,4
12416-41,Alexza,1
124164-55,Miyuki Co.,
12416-50,Carrelton Asset Management,1
12416-68,Pharmstandard,10
124166-80,Michael Heffring,1
124167-25,PSB IT-Service,
124167-70,Greens Exim Pvt,1
124167-79,Westover Medical,
12416-86,NoteMachine,
124168-96,Pompea,
12416-95,TRM (USA),1
124169-50,Naton Medical Group,
124170-76,Vossloh Cogifer,
12417-22,Panini,
124174-72,Elaborados Naturales de la Ribera,
124176-52,Nomaco,4
124176-70,ARP Holding,
124177-06,Fox Access,1
124177-33,Sander van der Blonk,
124177-51,Steven van Houwelingen,
12417-76,Triad Guaranty Insurance,1
124178-32,Daniel Appelquist,1
124178-41,Ben Franklin TechCelerator,
124178-86,Marie Steinthaler,1
124180-12,Jacek Zurada,
12418-03,All Fuels & Energy,
124180-30,Vladimir Selepouchin,
12418-30,Bacchus Capital Management,3
124183-54,Countrywide Conveyancing Services,
124183-99,Ithaca Investments,
124184-08,Haustrup Holding,
124184-26,John Sova,1
124184-44,Ralph Higgs,1
124185-34,Gas de Portugal,
124185-70,Qualitair & Sea International,
124185-79,Sunshine Movement,
124186-24,Curasan,
124188-40,American General Tool Group,
124188-76,Polifilm,
124188-94,Buccola Group,
124189-84,Malter Enterprises,2
124190-02,CLAAS Württemberg,
12419-02,Direct Line Group,4
124190-20,N+P Group,1
124191-10,Vernon Holdings,1
124191-19,Meranda Trading,1
124191-46,Prime Assets Capital,
124191-55,Tempest Capital,1
124192-27,PENTAX Medical,1
124193-35,Esmark Steel Group,
12419-38,Gazprom,53
124194-07,Severstal-Metiz,2
12419-47,AMPAM Parks Mechanical,2
124195-60,US Imaging Holding,1
124195-87,Jackson Deerfield Manufacturing,
12419-65,Good Capital,2
12419-74,Bearence Management Group,
124197-49,MBT Systems,
124197-67,Valtech Communications,
12419-83,Entertainment One,1
124199-65,Flaga,
124199-74,VBV,
12420-01,Strauss,4
124201-63,Genpak,1
124201-72,Gratomic,1
12420-19,Navarre Entertainment Media,1
124201-99,Bill Pollak,
124203-43,ABC Trading,
124203-88,Jade Design,
124204-69,Vastbouw International Holding,
124206-49,Garrett Kearbey,
124206-76,Sberenergodevelopment,
124207-03,Nicolas Niquet,
12420-73,KLG Systel,
124207-30,Jason McIntosh,1
124207-39,Sattler Global,
124207-57,Jerome Schroeder,
124207-66,i2i Events Group,1
124207-84,Santosh Shetty,1
124207-93,Tylor Sidener,
12420-82,IOL Chemicals And Pharmaceuticals,
124208-20,Subodh Panangatt,1
124208-29,Galen Brenize,
124208-56,Ted Martin,
124208-65,Jeevan Gnanam,1
124208-74,Abhijit Sipani,1
124208-83,Nils Reuter,
124209-01,Barry Gilani,
124209-10,Carla Sherrick,
124209-28,Jason Weckel,
124209-64,Partner-Invest,1
124210-00,A.S.O. Siderurgica,
124210-36,Astra Skies,
124210-90,LesPromResurs,1
124210-99,Pole Mecanique,
124211-17,Loudwater Capital,3
124211-44,SITA SC,1
124211-53,RVM Industries,2
124212-07,Fostering Solutions,
12421-27,African Capital Alliance,10
124213-96,South Hampton Transportation,
124214-41,Motom Tsentr,
12421-45,TVS Logistics Services,1
124214-50,Ucommune,
124215-94,Optimum Sensor Holdings,1
12421-63,SPRING (London),
124217-11,Bellevue Wireless,2
12421-72,Soundub Sonorización y Doblajes,
124217-92,Selva Resources,
124218-64,The 2N's,
12421-90,GIC Private,144
124219-27,Treasure Park,
124219-63,Advanced Blast Protection,
124220-35,Western Avenue Capital,
124220-44,ALTO Real Estate Funds,
124220-98,Nitrex Metal,1
12422-17,Viscount Plastics,1
124221-88,Advanced Response Concepts,
124222-15,Tahoe Investment Group,
124222-51,Fergo Aisa,
124222-69,Vireo Systems,
124223-68,Kamushki,
124224-94,SK Chemicals,3
124225-03,Solutions Group,
12422-53,Bravura Solutions,
124225-66,Hermed Capital,
124225-75,Bill Besselman,
124225-84,GIMDx,
124226-47,Lewis & Clark LTC Risk Retention Group,
124227-37,Aeris Trading,
124227-82,Sibgiprokommunvodokanal,
124227-91,PK Financial Group,
124228-27,Albert Samuelsson & Co.,2
124228-72,M Squared Media,
124229-08,Aquapor Serviços,
124229-35,BC Chapter of the American Marketing Association,
124229-62,Boligselskabet MidtVest,
124229-98,Insential,
124230-61,Torrestir - Transportes Nacionais e Internacionais,
124231-06,International EC,
12423-16,Heavy Maintenance Group,1
124231-69,Angel Asin,
124232-23,WorldStone Ventures,
124232-50,Artists International Management,
124234-12,Dragados Servicios Portuarios y Logisticos,2
124234-39,Pierfrancesco Rocco,
124234-75,Mota-Engil Ambiente e Servicos SGPS SA,
124234-93,FINICAPITAL - Investimentos e Gestao SA,
12423-52,Adeptron Technologies,
124235-20,"Carroll, Burdick & McDonough",
124235-38,"GLOBALPACTUM, Gestao de Activos",
124235-83,Chamber of Business and Industry of Centre County,
124236-01,OneMarketData,
124236-28,Hudson Executive Capital,2
124236-37,Jamileh Mokhlesi,1
124236-46,Anil Hemrajani,1
124236-55,Nima Asgharbeygi,1
124236-73,Lumichip,1
124237-00,Olin & Son Invest,
124237-09,Circlion Capital,1
124237-36,Nordic Healthcare Group,
124238-62,Pan American Screw,
124239-52,Anthony Caselena,
12423-97,Permit Capital Advisors,1
124240-15,SAI Digital,
124240-33,Floyd Medical Center,1
124241-41,Vehicle Solutions,1
12424-15,SVM Asset Management,3
124241-50,Xander Tiedemann,
124241-77,Awilco Offshore,1
124242-22,Katz Group,3
124242-58,Bader & Hirn Beteiligungs,1
124243-03,Camera di Commercio di Crotone,
12424-33,St. Francis Hospital and Health Center,
124243-30,SMRT Holdings,2
124243-93,Nodavey,
124244-02,Sonae Capital,9
124244-11,Alan Knitowski,
12424-42,Specialized Health Products International,
124244-20,Eurokin France,
124244-29,Essences Fines Holding,
124244-65,Andrew Cader,
124244-83,Clas Andersen,
124244-92,Byron Roth,
12424-51,Cardinal Gas Storage Partners,
124245-19,Celco Constanta,
124245-46,Oleícola El Tejar Nuestra Señora de Araceli,
124245-91,Don Barnett,
124246-00,Grupul DD Constanta,
124246-09,Bosch Packaging Systems,
124246-18,Dov Zimring,
12424-69,Orval Kent Food,1
124247-08,Boost Holding,
124247-35,Banco Fonder,1
124247-44,Banque Fédérative du Crédit Mutuel,2
124247-71,Post Browning,1
124247-98,Tribe Investment Group,
124248-07,Gordon Rauser,
124248-16,Padma Chandrasekaran,
124248-25,Jack Greenhalgh,
124248-61,Richard Moormann,
124248-79,Swedspan Group,
124248-97,George Butterfield,
124249-15,Rick Lally,
124249-33,Ian Prager,
124249-60,Emily Mitra,
124249-96,Jay Pack,
124250-14,Mike Shen,
124250-32,Joe Brimer,
124250-41,John Ashby,
124250-59,Anjan Mitra,
124250-77,HMI Construction,
124250-86,Jeffrey Smith,
124250-95,Marshall Boyer,
124251-04,John Lemak,
124251-13,Bradford Patten,
124251-31,Ken Hood,
124251-67,Matt Stepka,
124251-94,Morgan Lynch,
124252-30,Steve Dohrmann,
124252-57,Tom Minnich,
124253-02,Tyler Florence Group,
124253-11,J. Corey Schmid,
12425-32,Blue Entertainment Sports Television,
124253-74,EG Navicom,
124253-92,Groupe Résteco,
124254-28,Bravida Prenad,
124254-73,Solabios,
124255-18,Solikamskbumprom,
124256-80,Tecres,2
124257-07,Invision Diversified Holdings,
124257-16,VICI Capital Management,1
124257-43,QRM - Projectos Turísticos,
124257-52,Bernhard Group,
124257-88,Halmside Investments,
124258-06,Sirius Securities,1
124258-15,Gluteus Medius,1
124258-42,Artel Holding,1
12426-04,Inspiretec Group,
124260-40,Oncolys BioPharma,
124260-58,Triple F Holdings,
12426-13,Teleca,5
124261-48,Fujikura Kasei,
124261-75,UNID,1
124262-11,INETEC (Incubator),1
124263-10,Cablisys Holding,
12426-40,Bancroft Private Equity,17
124264-18,Ubidata,
124264-36,New York State Business Plan Competition,1
12426-49,Maxim Crane Works,
12426-67,The Peak Ridge Capital Group,5
124267-42,Pate Dawson,
124268-95,Kristel Meos,
124269-13,Kuido Lepik,
124269-22,Mart Montvila,
124269-49,Tallinn Business Incubators,
124269-94,Legacy Community Health Services,
124270-75,Diakonie Stetten,
124271-11,Erki Hendrikson,
12427-12,Georg Jensen,
124271-38,Tehnopol Startup Incubator,13
124271-56,Sovereign Oilfield Group,2
124272-01,Jody Investment,1
12427-21,Dragon Ukrainian Properties & Development,
12427-30,PetroLogistics,2
124273-00,A.F. Blakemore & Son,
124273-54,Lenta-2000,
12427-39,Nordic Choice Hospitality Group,1
124274-44,Jyoti Jonnalagadda,1
124274-53,Raj Haikerwal,1
124275-25,Pioneer Square Labs,
124275-43,Esteve Associates,1
124275-88,Beeks Financial Cloud,
124276-15,Aleksandrs Kregers,1
12427-66,Larsen MacColl Partners,14
124276-96,Sean Geary,1
124277-23,Huettemann Logistik,
12427-75,Halcyon Asset Management,2
124277-50,KRISS ARMS,
124278-40,Gentec Electro-Optique,
124278-85,Hunter Newby,
124279-57,Dansani Holding,
12428-02,Heritage Aviation,
124280-20,The Securus Group,
124280-56,Kenneth Morse,1
124281-10,Joergen Thorball,
124281-28,Orca Pennel & Flipo,
12428-20,Coridel Capital Partners,1
124282-09,Global Wafers,
124282-18,CLAAS Südostbayern,
124282-81,Sizemoure Holdings,
124282-99,Scantous,
124283-26,Kinetik,
124283-62,Advantage Media Group,
124283-98,Danske Fragtmænd Express,
124284-25,Carrier Hotel Alliance,1
124284-43,Landmark Operations,1
12428-47,DTV Innovations,1
124285-15,Smarta 100,
124285-51,WAGO Kontakttechnik,
12428-56,Electra Real Estate,1
124286-32,Europgas,2
12428-65,First International Bank of Israel,5
124286-59,Building 20 Labs,1
124286-77,Metric Collective,
124288-03,SB Nation,
12428-83,GEM Realty Capital,6
124288-57,RightHand Technologies,
124289-47,ING Otwarty Fundusz Emerytalny,2
124290-37,Radio Training Network,
124290-91,Green Recovery,7
12429-10,Actem Partners,25
124291-45,Sameer Poonja,1
12429-28,Arc Capital Development,37
124293-34,Flambeau Europlast,
124294-06,AFV Acciaierie Beltrame,
12429-46,Bluvacanze,
124294-69,Aruba Capital Holdings,
124294-78,Clontarf Energy,
124294-96,Geotechnique & Travaux Speciaux,
124295-23,China Electronics,2
124295-77,Chongqing Department Store,
124296-13,Pos-T-Vac Medical,
12429-64,CIRA International,2
124296-40,Cahoots Holdings,
124296-67,ArvinMeritor (off-highway brake business),3
124298-11,J.A. King & Company,
124298-56,TeleSouth Broadcasting,
124299-01,Seeds San Diego,
124300-72,OCE Innovation,
12430-18,Modena Technologies Capital Partners,1
124301-89,Caribbean Distillers Corp.,
12430-27,Tecton Energy,
124303-69,OSI Optoelectronics,
124304-32,Southern Belle,
12430-54,Knowledge Investment Partners,5
124305-49,JV Marko,
124306-21,AJ Bell,
124306-75,Global Trust Group,
124306-84,Vericom Technologies,
124307-29,Omni Broadcasting,
124307-65,Wilde Automotive Group,
124307-74,ComoNext,4
124307-83,Assistor Oy,
124307-92,Red Wolf BroadCasting,
12430-81,Timepiece Capital,7
124308-46,Rool Maskinfabrik,
124308-64,Dominion Voting Systems,
124308-73,LSJ Sourcing & Consulting,1
124309-09,Gad Liwerant,2
124309-18,Kajo Neukirchen Management und Beteiligungs,1
124309-27,Global Technology Partners,2
12430-99,Payment Processing,
124310-17,Cram Communications,
124310-26,Mid-Atlantic Corporate Federal Credit,
124310-62,NWH Group,
124310-71,Ningbo Yuren Knitting Machine Co,
12431-08,Digi-Star,
124310-98,Parity Cube,
124311-25,Feldmühle,1
124312-42,0999562 B.C.,
124312-87,Al Ahli Holding Group,
12431-35,CIFC Asset Management,
124313-68,Nadia Crandall,1
124313-95,Veisikring,
124314-67,Silver Opportunity Partners,
124315-12,Daniel Gilmartin,
12431-53,Vinum Capital Management,
124315-39,Nima Capital,4
124316-02,Venk Krishnan,
12431-62,First Metro Investment,5
124316-20,SM Consulting,2
124316-92,4C Capital,
124317-73,L2G,
124317-82,PMB Broadcasting,
12431-80,Broadweave Networks,1
124318-45,Red Tettemer and Partners,
124318-54,Stichting Atrium Medisch Centrum Parkstad,
124318-90,Allumia,
124319-53,NFX,8
12431-98,Renu Energy,1
124319-80,TNO Management Consultants,
124320-34,International Science and Technology Center,1
124320-52,Marco Wirasinghe,
12432-16,Promotion Space group,1
124321-78,Summit Agricultural Group,
124321-87,MajescoMastek Software,
12432-25,ACE Bakery,
124323-49,MRP Realty,1
124323-58,Current Yield with Participation Fund,2
124323-85,Align Credit Union,
124324-57,ElevenPaths,
12432-52,ArmorGroup International,
124325-20,Canterra Seeds,
124325-38,Weststar Mortgage (Albuquerque),
124325-65,Safety Seal Plastics,
124326-10,Barbara Byrne,
124326-19,Agrium Asia Pacific,4
124326-55,Rick Sherlund,
12432-70,Scapa Group,2
124327-00,Steve Lockshin,
124327-09,Andy Putterman,
124327-18,Marty Bicknell,
124327-27,Graham Brandt,
124327-36,Ann Kaplan,
124327-45,Aron Miodownick,
124327-72,Brett Danko,
124327-81,Spectra Yhtiöt,
12432-79,marchFirst,3
124327-90,Christopher Sailer,
124328-08,INTERSEROH Organizacja Odzysku,
124328-26,HPD Software,
124328-53,Steve Ahn,
124328-89,Juuri Partners,
124329-61,John Kolz,
124329-70,Dessin Fournir,
124329-88,Andrew Miskin,
124330-33,Schneider Investments,
12433-06,PANDORA,
124330-87,Kirsten Spoljaric,
124331-14,Andrew Tseng,
124331-41,Caroline Perkins,
12433-15,Entrepreneur.com,
124331-59,Geoff Koide,
124331-68,Tobias Heger,1
124332-13,Hardi Kampus,1
124332-40,Andras Reti,1
124332-67,Grandville Equities,
12433-33,The Qioptiq Group,
124333-66,Region Group,1
124334-11,Hartenlust,1
124334-65,Finances & Industries,
124335-55,SITA Polska,1
124336-09,Knauf,
124336-63,T.A.G. Acquisitions,
12433-69,Visma,7
124336-90,Giorgio Di Stefano,1
124337-35,Safire Rehabilitation of Amherst,
124337-98,Logix Group,
124339-33,Nobel Capital Partners,1
124339-87,Logistikentreprenader Sverige,
124341-13,Celebration Golf Management,
124341-58,Parker Andrews,
124341-76,NATLSCO,1
124342-48,Daher-Socata,1
124342-93,Wildfire,
124343-02,Johns Manville,9
124343-11,Kaleidoscope (Illinois),
124343-29,Bellamont Exploration,
124343-38,University of Toledo Launchpad Incubation,2
124344-10,Raiffeisen-Holding Niederoesterreich Wien,2
124344-73,NYU Albert Gallatin Founder's Fund,1
124345-72,Fabricut,
12434-59,East Surrey Holdings,1
124346-08,Brookwood Loans,1
124346-17,Arrenzo Corbett,1
124346-44,Berg Holding,1
124346-53,Alex Jarzebowicz,1
124347-16,CCPL,1
124347-43,Better Homes & Gardens Real Estate Bradfield Properties,
124347-52,Ortus,
124347-61,Iren Rinnovabili,
12434-77,Gemcom Software International,
124348-15,Akademi Reklam,1
124349-41,Emanuel Cohen,1
12434-95,Intermarine,
124349-50,Aqua North Carolina,
124349-77,ProLease Software,1
124349-86,Chaim Cohen,1
124350-31,Benevest,
12435-04,Intime Retail (Group),3
124350-49,Circuit Breaker Sales Northeast,
124350-67,Cash Warren,
124351-84,Mermaid Subsea Services,
124352-38,Daewoo Shipbuilding and Marine Engineering,6
124352-47,Pacman-CCL,
124353-01,Globe Nominees,1
12435-31,Johnson Service Group,6
124353-28,zipMoney,
