InvestorId,Investor_Name,successful_investments
112716-91,Grupo Luksic,
11271-70,Phoenix IP Ventures,2
112717-00,Audi Electronics Venture,
112717-36,David Davidovic,
112717-45,IDG Communications Media,3
112717-54,Hi3G Access,1
11271-79,Phoenix Partners,24
112718-08,Réussir,
11271-88,Pi Capital,12
112719-07,Telenor Norge,
112719-16,XSellco,
112719-25,Lacteas Garcia Baquero,1
11271-97,Banque Pictet & Cie,10
112719-70,Point Reyes Management,2
112719-79,Fuchs,1
112720-06,Jeb Miller,1
112720-24,Advanced Technology Development Facility,2
112720-33,Metmar,1
112720-42,RD1,
112720-51,Vapetek,
112720-87,Q_PERIOR,
112720-96,Grupo Barceló,2
11272-15,Pilot House Ventures Group,29
112721-59,Premicare,
11272-24,Pine Street Capital Partners,18
112722-76,Epic Capital Management,
11272-42,Pinnacle Ventures,112
112724-83,Incessant Technologies,
11272-51,Pino Venture Partners,10
112725-46,Saudi Pharmaceutical Industries & Medical Appliances,1
11272-60,Pinpoint Ventures,9
112726-00,Monday Properties,7
11272-69,Omninet Capital,11
11272-78,Ascent Venture Partners,60
112727-89,Scott Beck,
11272-87,Piper Private Equity,17
11272-96,SightLine Partners,53
11273-05,Pivotal Group,12
112730-86,Weizmann Institute,1
112732-21,appcom Interactive,
11273-23,Plantagenet Capital Management,8
112732-39,Grup Vemsa,5
112732-48,Sukup Manufacturing,
112732-57,SC Fuels,
112732-66,Mattig Management Partners,
112732-75,Speridian Technologies,
112732-93,Rod Canion,1
112733-02,Dalton Timmis Insurance Group,
112733-11,The Bunker Incubator,10
11273-32,Platina Partners,24
112733-38,Sulland Holding,
112733-47,IQ Venture Capital,3
112733-65,Kyiv Financial Broker,
11273-41,Platte River Equity,16
112734-37,All-Star Holding,
11273-50,Plexus Capital,57
112735-18,Burando Maritime Services,1
112735-36,Litasco Group,1
112735-45,B&M Waste Services,
112735-54,Nordic Railway Construction Holding,1
112735-81,Burman Invest,
11273-59,Plum Capital,4
112735-99,Onorach,
11273-68,PM & Partners,22
112736-98,Daniel Schwartz,
112737-25,InStream (US),
112737-61,Group Benefits,
11273-77,PNC Mezzanine Capital,35
112737-70,Agrico Canada,
112737-79,Nordic Insurance Consolidation Group,
112737-97,Livförsäkringsaktiebolaget Skandia,1
112738-33,ILB Helios,
112738-42,Nimble Division,
11273-86,Pods Investment,10
112738-69,YuMIKO,
112738-96,Agroprominvest,
112739-14,Ocean Dial Asset Management,
11273-95,PJC,37
112740-31,Aqua Virginia,
11274-04,Pitango Venture Capital,110
112740-49,CDM Capital Partners,1
112740-85,Joba Gebäudereinigung und Service,
112741-21,Sanko Holding,1
11274-13,Polaris Private Equity,35
112741-30,Daikin Europe,
11274-22,Polaris Partners,205
112742-29,JG Ingenieros,
112742-83,Hong Kong Science and Technology Parks,6
112743-28,Sarovbusinessbank,2
112743-91,Summit AR,
11274-40,PolyTechnos Venture-Partners,23
112744-36,Vision International People Group Public,1
112744-63,GBM Infraestructura,
112745-44,Big Coulee Resources,
112745-53,NewCastle Gold,
11274-58,Pond Venture Partners,13
112746-16,Ranjith Cherickel,2
112746-52,SDS-Mash Holding,
11274-67,PONTIS Capital,7
112746-79,Nord Russia,1
112747-06,Vesta Russia,1
112747-42,Harim USA,1
11274-76,Portview Communications Partners,9
112747-60,Arkaga,1
112748-14,Gidrodobycha,2
112748-23,CJ Distribution,
11274-85,Portage Capital,2
112748-59,Repeat,
112749-04,Northfield Industries,
112749-76,Yetter Manufacturing,
112749-85,Ivy Blue Holdings,
11275-03,Draper Fisher Jurvetson Portage,24
112750-30,China Cardiovascular Focus,
112750-75,Carrington Mortgage Services,
11275-12,Posco BioVentures,14
112751-56,Mayer & Cie.,1
112751-92,CDIB Venture Capital,4
112752-10,Constellation (Insurance),1
112752-91,Andata Development Technology,
112753-18,Gigatronik,
112753-27,Galaxy International,
112753-45,Pico (Thailand),
112753-54,Feidos,
11275-39,PPF Investments,7
112754-44,First Mutual of Richmond,2
112755-43,First Bank of Berne,1
11275-57,Praesidian Capital,17
112756-42,RPM Performance Coatings Group,
11275-66,PrairieGold Venture Partners,6
112756-60,Andres Varela,2
112756-78,KSIX Media,
112757-41,Eson Pac,1
11275-75,Draper Esprit,93
112759-12,CapitalPitch,
11275-93,Presidio SGR,2
112759-30,Johnson Controls Enterprises,1
112759-75,National Research Development,
11276-02,Pricoa Capital Group,5
112760-38,Hugh Mason,
112760-47,Abrau-Dyurso,
112760-65,Antur Insurance Services,
11276-11,Primary Capital Partners,24
112761-82,Kris GopalaKrishnan,2
11276-20,Primus Pacific Partners,1
112762-00,Ironform,
11276-29,Primaxis Technology Ventures,9
11276-38,Prime Ventures,35
112764-07,Trifibre,
112764-34,D5 Mobile,
112764-88,Kirsis,1
112765-24,SVL Group,1
11276-56,Prism Capital,32
11276-65,Prism Venture Management,81
112766-59,EuroChem Antwerpen,
11276-74,PRIVEQ Capital Funds,5
11276-83,PCM Companies,25
112768-39,Alder Mortgage Group,
112768-84,Achieva Credit Union,
11276-92,Schroder Adveq Management,1
112769-20,Pleasant Springs,1
112769-47,Ameresco Canada,
11277-01,Procuritas Partners,36
112770-19,Manish Patel,
112770-28,Trissi Brissi,
112770-37,Lyntech Systems,
112770-46,Rena Pacheco-Theard,
112770-91,Matt Tucker,
11277-10,Progress Now! Invest,4
112771-54,Michael Walsh,24
112771-81,Guilford Savings Bank,
11277-19,Prolog Ventures,24
112772-62,Theis Kaltwalzwerk,2
112772-71,Bibby Distribution,2
11277-28,Prometheus Partners,8
112773-07,Comefl,
112773-34,Edgard Vermeersch,
11277-37,ProQuest Investments,64
112773-88,Beval Saddlery,
11277-46,Prospect Venture Partners,61
112774-69,GG149,
112774-78,Colas Rail (France),
112775-32,Weeks Marine,1
11277-55,Prospect Street Ventures,20
112775-77,Decathlon France,1
112776-04,Argyle Street Management,4
112776-13,MBtech Group,
112776-22,HomeTeam Pest Defense,
112777-12,Close Brothers Invoice Finance,
11277-73,Provenance Ventures,
112777-93,Frey Services Deutschland,
11277-82,Prudence Capital Management,6
112778-92,Autohaus Karl Moser,
11277-91,Silverfleet Capital,50
112779-19,Fired Up Corporation,
112779-82,Danish Tech Challenge,
11278-00,Psilos Group Managers,34
112780-45,Autozentrum West Köln,
112780-81,Vip Rubber and Plastic,
11278-09,PTI Ventures,5
112781-71,Keith Bonnici,
11278-18,PTV Healthcare Capital,18
112781-89,Autohaus Engel,
112781-98,Maland Pension Funds,
112782-25,EC Power,1
112782-61,East Africa Equity Facility,
11278-27,Pulsar Ventures,
112782-97,ai-one,
112783-15,Ryder Architecture,
112783-24,Nordic Game Program,
112783-51,Selga Inc,
11278-36,Pacific Venture Group,29
112783-60,M34 Capital,
112783-96,Haeres Capital,1
11278-45,Pyramid Technology Ventures,10
112784-68,Albert Berner Montageteknik,
112784-95,Atlantem Industries,
112785-13,Agency Access,
112785-31,Volksbank Paderborn-Höxter-Detmold,
11278-54,Qiming Venture Partners,52
11278-63,Quadriga Capital,33
112786-30,Arena Ventures,6
112786-39,Siemens Industry,1
112786-48,Equisol,
112786-66,Government of Uganda,1
112787-11,Mälarhälsor,1
11278-72,Quartus,9
112787-74,Get Real Music,
11278-81,Quad Partners,17
11278-90,Quad-C Management,47
112789-45,Litian Investment,
112789-63,HGI Capital,
11278-99,Quaestus & Co.,2
112790-35,Uwe Frers,1
11279-08,Qualcomm Ventures,138
112791-07,Altman Health Investments,
112791-25,TLC Marketing Worldwide,
112791-43,Mark Jaffray,
11279-17,Quanta Computer,6
112791-70,Anthem Sports & Entertainment,
112791-79,NextMovie.com,
112792-15,Groupe Hermier,1
112792-42,Mitchell Theatres,
11279-26,Quantum Ventures of Michigan,24
11279-35,Quantum Capital Partners,12
112794-22,Social and Sustainable Capital,
112794-49,Andy Ross,1
112794-85,Cairn Cross,1
112794-94,Andrew Stickney,1
112795-12,Zonta Capital,
11279-53,Quan Funds,26
112795-30,Zhi Capital,
112795-57,Confindustria Lecco e Sondrio,
112795-84,Quintillion network,
112795-93,Five Star Bank,
112796-02,Paul Embrose,1
112796-38,Howzat Ventures,
112796-56,WuXi Healthcare Ventures,12
112796-74,Tamim Mourad,1
112797-01,Raschig Group,
11279-71,Quester,42
112797-91,BizToolz Networks,
11279-80,QuestMark Partners,47
112798-63,Social Entrepreneurs Trust,
112798-72,Christoph Tremmel-Scheinost,1
11279-89,Quest For Growth,23
112798-90,Wolfgang Schaefer,1
112798-99,Peter Carlin,1
112799-17,Peter Nientker,1
112799-35,José Maria Sánchez Seara,1
112799-44,Intelygenz,1
112799-62,Marc Lafeuille,1
11279-98,Quilvest Private Equity,80
112799-80,Isabel Arcones,1
11280-07,Quintana Capital Group,34
112800-79,Allnorth Consultants,
112801-42,Anders Haack Ibsen,1
11280-16,Radius Equity,
112802-05,Norton Insurance Agency,
112802-14,Laurio Management,
11280-25,RAF NetVentures,4
112802-68,Hasseris Gruppen,
112802-95,Alfesca,1
112803-31,Imperial Shipping Holding,
11280-34,Bertelsmann Digital Media Investments,38
112803-67,Continental Shelf 515,2
112804-93,Compañía de Seguros y Reaseguros,
112805-29,Konstruktivnoe Buro,1
112805-74,Banca di Forli Credito Cooperativo,
112805-92,France Offset Typo,
112806-01,Siberian Business Union,3
11280-61,Raymond James Capital,8
112806-28,Frank Doyle,
112806-73,Eoin O'Neill,
112806-82,Banca San Giorgio Quinto Valle Agno Credito Cooperativo,
11280-70,Red Abbey Venture Partners,26
112807-45,First National Bank of Hughes Springs,
112808-08,John Cullinane,
11280-88,Redleaf Group,11
112808-80,Capital Steel Group,1
112809-07,H.F. Wiebe,
112809-25,Knaus Tabbert,
112809-61,Winding Creek Holdings,
11280-97,Redmont Capital,15
112809-79,Exit Only (merged with Summit City Grand Resort),
11281-06,Redpoint Ventures,186
112810-78,Wiklof Holding,
112811-41,Itochu Urban Community,
11281-15,Red River Ventures,10
11281-24,Red Rock Ventures,48
112812-85,Raymarine,
11281-33,Redwood Venture Partners,29
112813-93,Upravlyayuschaya Kompaniya Krona XXI,
11281-42,REV Venture Partners,24
112814-47,U.S. Army Medical Research & Material Command,1
112814-74,"National Heart, Lung and Blood Institute",2
112814-83,National Institute of General Medical Sciences,1
112815-01,National Road Authority,
11281-51,S-Refit,12
112815-64,Red Sky Group,2
112815-73,BI Electrical Services,
112817-08,Bodegas Conde Del Donadio De Casasola,
11281-78,Reicon Capital,3
112818-52,Breton,
112818-61,IEI Portefølje,1
11281-87,Relational Investors,2
112818-79,Southern Bank & Trust,
112819-69,A Great American Brand,
11282-14,Reliant Equity Investors,8
112821-85,Steve Brotman,
11282-23,Reliance Capital,21
11282-32,Rembrandt Venture Partners,51
112823-38,BROSS Holding,1
112823-47,Biesterfeld Spezialchemie,
11282-41,Renaissance Partners,7
112824-10,South Dublin County Enterprise Board,1
112824-19,LEHVOSS Beteiligungsgesellschaft,
112824-46,National Telecommunications (Broadcasting),
112826-26,P&R,2
112826-53,BlueStar,
11282-68,Research Triangle Ventures,11
112826-80,EMT International,
11282-77,Research Corporation Technologies,29
112828-33,IGNITE Graduate Business Innovation Programme,3
11282-86,Reservoir Capital Group,17
112828-87,Mxit,
112829-32,Yuzhnaya Toplivnaya Kompaniya,1
11282-95,Residex,4
112829-50,Telis FinancialServices Holding,
112829-68,American Block,
112829-86,Tenaville,1
112829-95,Eric Blachford,1
112830-13,Sibeko,
11283-13,Global Forest Partners,1
112832-11,Tekniska Verken I Linkoping,7
11283-22,Retail & Restaurant Growth Capital,11
112832-29,Fantasy Sports Network,
112832-83,Heinz Plastics,
112832-92,Newgate Communications,
11283-40,R-H Capital Partners,2
112834-45,Balz Roth,1
112835-80,ATEP-5,
112836-34,Scott Strother,1
112836-52,Atlings Maskinfabrik,
11283-67,RSTW Partners,17
112836-88,Northbound DGS,1
112837-24,Old Plank Trail Community Bank,
11283-76,Blum Capital Partners,79
112837-87,GigaTest Labs,1
112838-23,Sodokano,
112838-32,Bonifatius,
11283-85,Richardson Capital,9
112839-04,Global Platinum + Gold,1
11283-94,Richland Ventures,23
112839-76,Corporación Alimentaria Peñasanta,2
112840-30,Avtodorogi,
112840-39,NNK Traditsiya,
112840-57,Tomy International,
112840-75,Modern Plant,
11284-12,RICOH Innovations,1
112841-29,Gaurav Burman,
112841-83,Central Lechera Asturiana,1
112841-92,MITA,
112842-55,Rackwise,
112842-91,Martina Annamalai,
11284-30,Ridge Capital Partners,22
112843-18,Publicum Group,1
112844-08,forsa,
112844-17,Louis Fitzgerald,
112844-26,DAL Deutsche Anlagen-Leasing,1
11284-48,Rincon Venture Partners,22
112844-80,Net'Ouest,
112845-07,Denis O'Sullivan,
112845-52,Seventeen Group,
11284-57,Riordan Lewis & Haden,22
112845-70,Paul O'Grady,
112846-33,Jim Jen,1
112846-51,Rauh,
11284-66,Ritchie Capital Management,11
112846-60,Sean Colombo,1
112847-05,Ron Morris,1
11284-84,Roche Venture Fund,52
112848-40,Sceptre Hospitality Resources,
112849-12,Albert Goodman,
11284-93,Rock Ventures,4
112849-48,De Haan Advocaten En Notarissen,
11285-02,Rocket Ventures,13
11285-11,Rock Maple Ventures,11
112851-10,European Resource Capital,1
112851-73,Co-op Atlantic,4
11285-20,RockPort Capital,42
112852-27,VTB Capital PR Leasing,
11285-29,Rocky Mountain Capital,4
112853-53,Distressed Debt Investment,
112854-61,Optiver,5
11285-47,Rock Creek Capital,11
112854-70,Fitzgerald Family Partnership,
112855-24,Kisters Group,
112855-51,Tsentralnaya Raschetnaya Palata,
11285-56,The Ropart Asset Management Funds,26
11285-65,Rose-Hulman Ventures,2
112856-77,AVE Umweltservice,
11285-74,Rosetta Partners,3
112857-94,RS Connect,
11285-83,Rosemont Investment Partners,12
11286-01,Roser Ventures,11
112861-45,Heinz Entsorgung,
11286-19,RBC Mezzanine Finance,30
112861-90,Pava,
112862-17,Scott Kosch,17
11286-28,Riva y Garcia Private Equity,11
112862-89,Point P,1
112863-34,Peterkin UK,
112864-33,Spicerhaart,1
11286-46,Riverside Management Group,16
112864-96,Mectalent Oy,
112865-50,Metsola Ventures,
112866-22,Petri Poyhonen,
112866-31,Grafton Capital,
112867-03,SEJ Distribution,
11286-73,RiverVest Venture Partners,31
112867-93,Proal i Blekinge,
11286-82,River Capital,9
112869-28,Walter Wright Insurance Brokers,1
112869-37,Duchy Timber,
11287-00,River Cities Capital Funds,77
112870-81,The C.F. Sauer Company,2
11287-09,SBC Venture Capital,5
11287-18,SBK Capital,2
112872-25,ResearchBods,
11287-27,SB Life Science Equity Management,9
112873-24,Ajay Chopra,
11287-36,SB Partners,1
112873-60,Hills Quarry Products,
11287-45,SBV Venture Partners,12
112875-31,Logimatic Software,
112876-21,Pacha Minerals Investment,1
11287-63,Schoffstall Ventures,9
112876-48,Kernow Timber,1
112876-75,Youfone Netherlands,
11287-72,Schooner Capital,12
11287-81,Permira,221
11287-90,MKS Consulting,4
112879-18,Medigen,1
112879-27,ECO Waste Control,
112879-81,BIG Shopping Centers USA,
112880-17,Come & Stay,
112880-26,Red Development,
112880-53,Kittu Kolluri,
11288-08,Symphony Capital Partners,4
112881-61,Nickhil Jakatdar,1
11288-17,SV Health Investors,155
112882-33,Ramu Sunkara,
11288-26,Schultze Asset Management,2
112882-96,Cristian Burci,
112883-41,Airbus DS Communications,1
112883-68,Tatenergo,
112884-13,Gelita,1
112884-22,Efeu-Blumenservice,
112885-12,Ajithkumar Puthillath,
112885-21,FG FUTURE,1
112885-39,Frank Demmler,1
112885-48,Todd Daum,
112885-57,Groupe Ariane,
112885-66,Uitgeverij Wereldbibliotheek,1
112885-75,Enia,1
112885-93,Groupe Pasteur Mutualité,1
112886-11,Bäckerei Aebersold,
11288-62,Scorpion Capital Partners,17
112886-20,Dmitri Mehlhorn,
112886-29,Jeff McCormick,
112886-38,Diono,
112886-56,Art Bilger,
112886-83,Rajit Malhotra,
112886-92,RT Media,
11288-71,Scottish Equity Partners,68
112887-28,Alteris,1
112887-37,HX360,
112887-46,Italian Design Brands,
112887-55,James Construction Group,
112887-91,Autumn Lake Healthcare,
11288-80,SCP Partners,31
112888-00,New Zealand Panels Group,
112888-27,Mercury Network,
112888-45,Jaffe Communications,
112888-63,Insight Group Technologies,
11288-89,SDL Ventures,14
112889-26,Cross Culture Ventures,5
11288-98,Seaflower Ventures,9
112890-16,Parkway Bancorp,
11289-07,SeaPoint Ventures,21
112890-70,Integer.pl,2
112890-88,Triompf,
112891-06,Blackwell Partners,1
112891-33,Osterweis Capital Management,1
112891-42,Monte Froehlich,
112891-51,Jim Linder,
112891-60,Karen Linder,1
112892-14,Miracles In Sight,
11289-25,Second Avenue Partners,24
112893-22,Commencement Bank,
112893-31,Aziana,
11289-34,Second City Real Estate,8
112893-40,Chong Hing Bank,1
112893-76,NuEnergy Gas,
112893-85,Ionix Technology,
11289-43,Sectoral Asset Management,15
112894-57,Kuriyama Holdings,
112894-75,Fortress Transportation and Infrastructure Investors,
112894-93,David Koch,
11289-52,Swiss Re Alternative Assets,
112895-65,Apache Capital Partners,1
112896-37,Corporate Property Associates 18 Global,
112896-64,Fenix Parts,
112896-82,Royal Road Minerals,
112897-18,Guangzhou Donghua Enterprise Co.,
112897-27,Sun Century Group,
112897-63,Swinton Group,1
112897-72,Rogers Insurance,
112897-81,Inowest Insurance Brokers,
11289-79,Seed Capital Partners,12
112897-90,Guardian Alarm,1
112898-44,Techtransfer,
11289-88,Royal Palm Capital Partners,6
112899-07,Jessica Knopp-Gwynne,
112899-16,Nick Hobbs,
112899-25,Sonic Solutions (United Kingdom),
11289-97,RJD Partners,25
112901-23,Josh Hughes,
11290-15,Royalton Partners,19
11290-24,Royalty Capital Management,1
112903-39,VSK Insurance House,1
112903-48,Beautiful Développement,1
112903-75,The Arthur Rock Center for Entrepreneurship,1
112904-83,Rouch Astruc et Associés,
112905-01,A Room of One's Own,
11290-51,RRE Ventures,154
112906-00,KIZ Program,1
112906-72,Harvard President's Challenge,
11290-69,Rutledge Capital,4
112907-44,Small World Marketing,1
112907-71,Finans-Kapital,
11290-78,Reuters Venture Capital,67
112907-80,MemeBridge,
112907-89,Hollywood Feed,
11290-87,Dynamics Venture Capital Fund,6
112909-42,CEAM,
112909-51,Banca Popolare di Ancona,1
11290-96,RWI Ventures,32
112909-87,Taiyuan Heavy Industry,
112910-23,France Cleantech,
112910-32,Banca di Legnano,
112911-13,Lindsay Atwood,1
112911-22,Rishi Roongta,1
112911-40,Mark Solon,1
112911-67,SGW Construction Group,
112911-94,Nick Efstratis,1
112912-12,Jeron Paul,1
112912-75,F.C.M. (bankingand finance),2
11291-32,Safeguard Scientifics,76
11291-41,Safeguard International Fund,4
11291-50,Sagard Private Equity Partners,23
112915-27,Propinvest Holdings,
11291-59,Trident Growth Fund,6
112916-62,Austrian Gaming Industries,
11291-68,Sagebrook Technology Partners,2
112916-80,Casino Daugava,
112917-07,Sjavarutvegssjoourinn,
112917-43,International Petroleum,
112917-61,Credito Artigiano,
11291-77,Sage Hill Partners,2
112917-70,Locks,
11291-86,Bowmark Capital,20
112918-69,Encontrata,1
112918-96,ASM Brescia,1
112919-50,Maxima LT,2
112919-59,Guka Delicatessen,2
112919-95,Nick Stone,
112920-22,Wäscheria Textil Service,
11292-04,Sagus Capital Partners,
112921-03,MDB,2
11292-13,SAIC Venture Capital,29
112921-39,Priority Automotive,
112921-48,Mirror Lake Oil and Gas Company,
112921-66,AEM,1
11292-22,Saints Capital,322
112922-56,Atlas Estates,
112922-65,Traphagen Financial,
112923-01,Government of Estonia,3
11292-31,SakorninVest,
112923-28,Buziba,
11292-40,Salem Partners,11
112924-00,Markus Fromherz,1
112924-09,Oscar Schafer,
112924-18,JSM Capital Holding,1
112924-45,Izaki Group,
112924-63,Roy Hammond,1
11292-49,Salix Ventures,33
112925-71,Chakkilam Infotech,
11292-58,Samsung Venture Investment,112
112925-80,Avtotreid,
112926-61,Feralloy (Cleveland Plant),
11292-67,RobecoSAM,18
112926-70,Green Chemistry Institute,
112926-88,Overture Asset Managers,
112926-97,Donald Clark,
112927-24,Broad Sword Holding,1
112927-42,JLL (Canada),
112927-51,HCL Axon,1
11292-76,Laidlaw & Company,4
112927-60,French Research Ministry,
112928-23,Haselsteiner Foundation,1
112928-41,Albona (Malta),1
11292-85,Sand Hill Capital,17
112928-50,MountainPeak Trading,1
112928-68,Seven Peaks,
11292-94,Edelman Financial Services,25
112930-03,Market Editions,
11293-03,SandAire,3
11293-12,Sandler Capital Management,44
112931-83,Klaus Hammerer,
11293-30,Sanderling Ventures,57
112933-27,Penn Elcom,
112933-63,Blue Summit Waters,
11293-39,San Francisco Equity Partners,7
112934-17,Integrity Trade Services,
112934-35,Société de Rechargement Dematerialise,1
11293-57,Sapient Capital Management,9
112935-79,WBM Office Systems,
112936-42,JHI Properties,
11293-66,Sapphire Ventures,97
112937-32,HSK Groep,
11293-75,Saratoga Ventures,23
112938-04,Sertronics,
112938-13,Platinum Access Society,
11293-84,Saturn Partners,26
112938-58,HumanCapitalCare,
11293-93,Saugatuck Capital,18
112939-39,Academy Music Group,
112939-57,Rehau,
112939-75,Patrizia Harald Fund Investment 1,
112939-84,Libergs Sweden,
112940-02,Curtis Baird,
112940-11,Plain Vanilla Care Ventures,1
112940-20,Mark Hinrichs,
112940-29,Jayant Group,1
112940-38,Michael Carr,
112940-47,Russell Rosenblum,
112940-56,Andrew Laver,1
112940-65,Robert Roeper,
112940-74,Steve Ponciroli,
112940-92,Biotrace International,1
112941-01,Joan Malloy,
11294-11,Capvis Equity Partners,51
112941-10,William Borghetti,1
112941-37,Rex Encore,
11294-20,Seed Partners,1
112942-00,Grimaldi Group,1
112942-36,BizSpace,
112942-81,Codem,
112943-08,Rich Littlehale,
112943-26,Live Nation UK,
112943-35,Brad Hargreaves,
11294-38,Seed Capital Company,6
112943-89,Gaiety Investments,
112944-25,Dorma,
112945-15,Borsa Italiana,1
112945-24,Natural Gas Supply Association,
112945-33,KentuckyOne Health,1
112945-51,Allokton,
11294-56,Segulah,39
112945-78,Gavin Christensen,1
112945-87,Nathan Haralson,
112946-14,Nick Macey,1
112946-23,Charles Herrick,
112946-32,Reliance Money Express,1
112946-41,Curt Roberts,1
11294-65,Seidler Equity Partners,37
112946-86,Heinrich Hugendubel,
112947-04,Steve Loeb,
112947-22,Kiki Tidwell,2
11294-74,Northstar Capital,82
112947-58,TMC Technologies,
112948-12,Last Mile Ventures,
112948-21,Efacec Capital,4
11294-83,Selby Ventures,29
112948-39,Warrick Chu,
112948-48,Neopost USA,
112948-66,Dentsu Sports,
112948-75,WesternTrust,
112948-84,Rf Celada,
11294-92,Select Capital Ventures,5
112949-20,MicroEquities,1
112949-38,1-800-Junk-USA,1
112949-47,Denys Chalumeau,1
112949-65,Olivier Pariselle,1
112949-83,Pictime,
11295-01,Lion Selection Group,
112950-73,Sazerac Company,1
11295-10,Incitia Ventures,17
112951-00,APS Salads,1
112951-09,Grupo RAR,2
112951-18,Metal Recycling Services,
112951-45,Nick Robertson,
112951-54,LaunchPad Denmark,1
112951-72,Cotopaxi,
11295-19,SembCorp Logistics,8
112952-35,Ontario Glove,
11295-28,Newsfleet Asset Management,5
112952-89,Alexander Bruhl,1
112952-98,Zhuo Yue Property Investment Holdings,
112953-16,Heatmax,
11295-37,Seneca Partners,16
112953-88,Business-intelligence of Oriental Nations Corporation,
112954-15,Apaco,
11295-46,Sentica Partners,46
11295-55,The Sentient Group,19
11295-64,Sentry Financial,1
11295-73,Sequoia Capital,524
112957-39,Sergey Shenderov,1
11295-82,Sequel Venture Partners,50
112958-20,Shanghai Greentown Forest Golf Villa Development Company,
112958-83,Brandzooka,
11295-91,Sevin Rosen Funds,143
11296-09,Shah Capital Partners,15
11296-18,Shalon Ventures,7
112961-80,Brian McClendon,5
112961-89,The Sierra Company,
112962-07,Maywic Select Investments,6
112962-70,Plymouth Lane Capital Management,1
112962-79,Paladina Health,
112962-88,Ignite-TEK,
112963-33,Luke Kallis,2
112963-51,Fung Brands Ltd.,
11296-36,Rex Energy,5
112963-78,Elite Sportswear,
112963-87,MINDACT - Gesellschaft für Kommunikation,
112964-05,EGR Insurance,
112964-14,Ethelbert Williams,1
112964-23,Powergrid Solutions,
11296-45,Shasta Ventures,82
112964-50,Daum Forschung und Entwicklung,
112964-59,Christine McCaull,
112964-68,Dreamstyle Remodeling,
112964-77,Penzkofer Bau,
112964-95,BSS Industrial,1
112965-22,OWP Brillen,
11296-54,Shaw Ventures,7
112965-67,Pata,
112965-76,Saldus Mežrupniecibas Uznemums,
112965-85,Kubit (Latvia),
112965-94,Pienjani,
112966-03,JL Index,
112966-21,Renagium Alliance,
11296-63,Shawmut Capital Partners,6
112966-30,La Chose,
112966-48,Lowe's Canada,
112966-75,Cuomo Foundation,1
112967-02,Jean-François Grenon,1
112967-29,Thomas Zipp,
112967-83,Dominique Ferst,
112968-01,Charles Bombardier,
112968-19,Nordea Bank Finland,1
11296-90,Shelter Capital Partners,9
112969-81,Novator Finland,
11296-99,Shepherd Ventures,17
112970-17,Peter Thompson,1
112970-62,Din Bostad Sverige,
11297-08,Sherpa Partners,3
112970-89,3M United Kingdom,1
112971-34,Guangzhou Yuetai Group,
112971-43,One Motorola Ventures,2
11297-17,Sherbrooke Capital,14
112971-88,Belle Haven Investments,1
112972-15,Highcross Bugatti,1
112972-42,Hypermarche,1
112972-51,Douglas B. Swets,
11297-26,Shiprock Capital,3
112972-96,Doctissimo,
112973-05,Ancon Clark,1
112973-50,Rederiaktiebolaget Eckerö,
112973-95,Informa Acquisitions,
112974-04,Medstroms,1
112974-13,B&D Holding di Marco Drago,
11297-44,Shoreline Venture Management,14
112974-85,Black Sea Global Properties,
112974-94,Eoghan Jennings,2
112975-03,Burkhard Blum,
112975-12,Zhewen Chen,
112975-21,Patrick Lynch,
11297-53,SAS Investors,15
112975-30,Banque de Développement économique du Québec,
112975-39,Ministre Déléguée à la Politique Industrielle,
112976-65,Medcost,
11297-71,Silver Brands,3
112977-19,A Tsokkos Hotels,
112977-28,SherpaShare,
112977-64,3M UK Holdings,
11297-80,Silverhawk Capital Partners,14
112978-27,Avanti Feeds,1
112978-45,Trademark Metals Recycling,
112978-90,Elbisco Industrial and Commercial Food,1
112979-08,INCENSe,
112979-26,Sejal Patel,
112979-35,Simon La Fosse,
112979-44,Ankur Shrivastava,
112979-53,Dan Mountain,
112979-62,Farhan Naqvi,
112979-71,Cofina SGPS,1
11297-98,Silver Creek Ventures,25
112980-07,Leisure & Media VCT PLC (LEM),1
112980-16,Starveups,26
112980-25,Peter Platt,1
112980-34,SubMicron Technologies,1
112980-52,Propago,
112980-61,Paul Hinshaw,1
11298-07,Sintef Energiforskning,12
112980-88,Bank of Ireland Accelerator,3
112981-06,Major Recruitment Group,
112981-42,AM Stabilizers,
11298-16,Siparex Group,258
112981-87,Unilever Hellas,
112981-96,Panacea Investment Group,
112982-05,Hammond Group,2
112982-32,Peter Livingston,4
11298-25,Sippl Macdonald Ventures,14
112982-50,Niraj P. Patel,
112982-68,Kiran Movva,
112982-77,KM Family,
112982-86,Jagdish P. Patel,
112982-95,Filippou Investments Group,1
112983-13,CenterPlan,
112983-22,Carlos Martín,
11298-34,The Finnish Innovation Fund Sitra,27
112983-49,Outlook Expeditions,
112983-85,Elgeka,
112984-12,Impact Innovations,
11298-43,SI Ventures,18
112984-39,Jean-Marc Van Laethem,1
112984-57,Solerea,
112984-84,Pere Osso,1
11298-52,Priveq Investment,80
112985-20,Nitin Mittal,1
112985-29,Enric Batlle,1
112985-83,Vincent Pena,1
11298-61,Skyline Ventures,52
112986-19,Flügger,1
112986-82,Sainte-Lizaigne,
11298-70,Skymoon Ventures,11
112987-09,"Fragomen, Del Rey, Bernsen & Loewy",1
112987-18,Aptos,
11298-79,Small Enterprise Assistance Funds,40
